Stationcode,Locations,Lat,Lon,Capitalcity,State,Temperature,D.O,pH,Conductivity,B.O.D,Nitrate,Fecalcaliform,Totalcaliform,class,Unnamed: 15
3010,PORUR LAKE AT THIRUVALLUR,13.034421,80.148091,Chennai,TAMILNADU,23.6,6.2,8.3,475,2.7,0.17,1524,3650.0,no,
3011,PULICATE LAKE AT THIRUVALLUR,13.5592628,80.2098218,Chennai,TAMILNADU,,5.5,8.1,38488,3.3,0.64,176,567.0,no,
1414,PUSHKAR LAKE,26.4871515,74.5540177,Jaipur,RAJASTHAN,22.4,4.8,7.9,435,4.4,0.24,5,44.0,yes,
1481,FATEH SAGAR LAKE AT UDAIPUR INTAKE POINT OF PHED,24.6013999,73.6742232,Jaipur,RAJASTHAN,22.9,6.0,8.3,578,1.4,0.26,5,26.0,no,
1714,KAYALANA JHEEL JODHPUR,26.3018693,72.9718923,Jaipur,RAJASTHAN,22.8,6.1,8.0,358,1.2,0.62,4,17.0,yes,
1716,"NAKKI LAKE, MT. ABU",24.5945112,72.7062297,Jaipur,RAJASTHAN,21.2,5.0,7.8,481,1.6,0.31,3,220.0,yes,
2935,"LAKE JET SAGAR, BUNDI",25.4572342,75.6491753,Jaipur,RAJASTHAN,25.8,4.6,7.7,458,1.8,0.35,5,22.0,yes,
2936,"JAISAMAND LAKE, ALWAR",27.4925186,76.5856658,Jaipur,RAJASTHAN,28.2,4.3,7.8,405,13.3,0.51,6,15.0,yes,
2937,"LAKE SILISERH, ALWAR",27.4925186,76.5856658,Jaipur,RAJASTHAN,29.0,5.0,8.0,359,4.0,0.23,5,15.0,yes,
2938,"LAKE RAJSAMAND, RAJSAMAND- POINT NO. 1, RAJSAMAND",25.0746938,73.8860099,Jaipur,RAJASTHAN,25.0,6.0,8.0,571,1.0,1.00,5,44.0,yes,
2939,"LAKE RAJSAMAND, RAJSAMAND- POINT NO. 2, RAJSAMAND",25.0746938,73.8860099,Jaipur,RAJASTHAN,24.0,6.0,8.0,712,1.0,1.00,4,13.0,yes,
2940,"GAPE- SAGAR LAKE, DUNGARPUR",23.8396534,73.723513,Jaipur,RAJASTHAN,23.0,5.4,8.4,684,4.5,0.38,6,38.0,no,
2941,"LAKE JAISAMAND, SALUMBER, UDAIPUR, PT NO. 1",24.266667,74.0,Jaipur,RAJASTHAN,22.5,6.2,8.5,625,1.6,0.29,5,234.0,no,
2942,"LAKE JAISAMAND, SALUMBER, UDAIPUR, PT NO. 2",24.266667,74.0,Jaipur,RAJASTHAN,22.3,6.2,8.3,629,1.5,0.35,6,29.0,no,
2943,"LODHA TALAB, BANSWARA- DUNGARPUR ROAD, BANSWARA",23.5517884,74.4122575,Jaipur,RAJASTHAN,29.1,3.5,8.0,1214,6.2,0.50,6,394.0,no,
2944,"JALMAHAL, JAIPUR",26.9656041,75.8592052,Jaipur,RAJASTHAN,28.8,4.1,8.5,1862,6.6,0.96,8,158.0,no,
2046,SUKHNA LAKE,30.7421379,76.8187557,Chandigarh,CHANDIGARH,25.6,8.6,7.5,165,3.0,0.68,,,yes,
1349,BRAHMSAROVAR LAKE AT KURUKSHETRA,29.9613554,76.8285533,Chandigarh,HARYANA,21.0,6.9,7.9,260,2.3,0.36,,,yes,
1291,GOBINDSAGAR LAKE AT BILASPUR,31.404663,76.496791,Shimla,HIMACHAL PRADESH,18.0,8.8,8.1,193,0.4,0.38,342,1726.0,no,
1292,PONGDAM LAKE AT PONG VILLAGE,31.9765793,76.0507949,Shimla,HIMACHAL PRADESH,22.1,8.1,8.2,165,1.3,0.18,6,106.0,no,
1429,"RENUKA LAKE , 35 KM FROM PATNA SAHIB NORTH ",30.6101649,77.4583652,Shimla,HIMACHAL PRADESH,23.0,7.6,7.8,514,1.6,0.46,14,26.0,yes,
2649,RIWALSAR LAKE,31.6339811,76.8335346,Shimla,HIMACHAL PRADESH,20.4,1.8,7.8,228,5.6,0.98,1487,2400.0,yes,
2650,KHAZIAR LAKE,32.5461852,76.0584094,Shimla,HIMACHAL PRADESH,16.4,7.5,6.7,50,8.1,0.69,9,118.0,yes,
19,"WELL AT ELOOR, KERALA",10.06975,76.30293,Thiruvananthapuram,KERALA,26.1,6.3,6.3,174,2.4,236,779,0.06,no,
22,"WELL AT CHUNGAPALLY, KERALA",10.06975,76.30293,Thiruvananthapuram,KERALA,25.0,6.6,6.6,105,1.02,2,22,0.18,yes,
35,"WELL AT PUNALUR, KERALA",9.009768,76.92973,Thiruvananthapuram,KERALA,26.6,5.4,5.4,337,5.3,285,500,,no,
1581,"PAPPANAMKODE,THIRUVANANTHAPURAM",8.4701411,76.9787076,Thiruvananthapuram,KERALA,26.5,5.1,5.1,156,1.73,80,175,,no,
1582,"NEDUMANGAD,THIRUVANANTHAPURAM",8.6077423,77.005465,Thiruvananthapuram,KERALA,27.5,6.2,6.2,223,1.35,60,235,0.01,no,
1584,"CHERTHALA,ALLEPPY, KERALA",9.683637,76.336538,Thiruvananthapuram,KERALA,26.3,7.0,7.0,133,0.09,340,650,,yes,
1585,"VYTTILA,ERNAKULAM ",9.966654,76.316813,Thiruvananthapuram,KERALA,28.0,7.5,7.5,460,6.1,165,285,0.18,yes,
1586,EDAYAR  ERNAKULAM DISTT.,9.872489,76.551713,Thiruvananthapuram,KERALA,26.0,6.5,6.5,170,2.8,175,290,0.12,yes,
1587,KALAMASSERY ERNAKULAM ,10.057906,76.346362,Thiruvananthapuram,KERALA,26.5,7.2,7.2,891,1.6,170,290,0.08,yes,
1588,PUNKUNNAM TRISSUR DISTT. ,10.536403,76.198659,Thiruvananthapuram,KERALA,27.3,6.1,6.1,99,2.04,110,400,0.005,no,
1589,"MALAPURAM , KERALA",11.073182,76.074,Thiruvananthapuram,KERALA,28.5,6.1,6.1,290,2.65,254,365,,no,
1590,"MAVOOR, KOZHIKKODE DISTT. , KERALA",11.267459,75.942523,Thiruvananthapuram,KERALA,25.0,7.1,7.1,124,1.58,3,32,0.06,yes,
1591,KANNUR (MUNICIPALITY) KANNUR ,11.874477,75.370366,Thiruvananthapuram,KERALA,27.5,5.2,5.2,106,4.54,120,650,0.11,no,
1592,"PAYYANNUR, KANNUR DISTT. ",12.105069,75.205834,Thiruvananthapuram,KERALA,27.0,6.8,6.8,218,5.85,2,26,,yes,
2308,FATHIMAPURAM (CHANGANASSERY),9.445887,76.540965,Thiruvananthapuram,KERALA,26.1,6.8,6.8,268,0.2,270,390,,yes,
2309,KAROOR (PALA),9.737878,76.679144,Thiruvananthapuram,KERALA,26.5,6.5,6.5,88,4.59,55,90,,yes,
2310,VAIKOM,9.721645,76.392667,Thiruvananthapuram,KERALA,25.7,6.5,6.5,200,2.46,160,240,,yes,
2311,VADAVATHOOR (KOTTAYAM),9.589686,76.563273,Thiruvananthapuram,KERALA,26.2,6.4,6.4,157,2.59,205,320,,no,
2313,"SARVODAPURAM,  ALAPPUZHA",9.555005,76.317595,Thiruvananthapuram,KERALA,26.3,6.8,6.8,173,3.93,550,1150,,yes,
2314,KUREEPUZHA  (KOLLAM),8.918216,76.574302,Thiruvananthapuram,KERALA,28.3,6.6,6.6,115,0.19,300,650,,yes,
2315,K.M.M.L. (KOLLAM),9.001898,76.533474,Thiruvananthapuram,KERALA,27.9,7.2,7.2,789,2.25,140,450,,yes,
2316,CHELLORA TRENCHING GROUND (KANNUR),11.874477,75.370366,Thiruvananthapuram,KERALA,26.5,5.3,5.3,54,2.27,2,36,0.28,no,
2317,PUNNALPETTIPPALAM (TELLICHERRY MUNICIPALITY),11.753288,75.492878,Thiruvananthapuram,KERALA,27.3,6.1,6.1,282,1.93,21,656,0.03,no,
2320,MANJERI,11.120298,76.119968,Thiruvananthapuram,KERALA,28.5,6.3,6.3,174,4.72,190,340,,no,
2321,LALOOR (THRISSUR),10.51249,76.185619,Thiruvananthapuram,KERALA,28.0,5.9,5.9,245,1.65,235,940,,no,
2322,OLLUR (THRISSUR),10.480662,76.242119,Thiruvananthapuram,KERALA,28.0,5.3,5.3,230,5.65,36,225,,no,
2323,BRAHMAPURAM M.S.W. DUMPARK (ERNAKULAM),9.981636,76.299884,Thiruvananthapuram,KERALA,26.5,6.6,6.6,243,7.55,285,1155,0.12,yes,
2324,HAZARDOUS WASTE DUMP (AMBALAMUGHAL),9.971475,76.369517,Thiruvananthapuram,KERALA,27.5,7.4,7.4,315,3.5,13,71,0.22,yes,
2327,KARUKAMANI,10.695066,76.722486,Thiruvananthapuram,KERALA,24.3,7.3,7.3,701,0.85,155,400,0.22,yes,
1984,INDL. ESTATE TARAPUR,19.864915,72.684998,Mumbai,MAHARASHTRA ,27.0,7.8,7.8,1210,3.3,80,275,0.57,yes,
1985,MIRA-BHAYANDER,19.295233,72.85439,Mumbai,MAHARASHTRA ,26.0,8.1,8.1,2104,0.93,47,68,0.64,no,
1986,DAHANU,19.981065,72.745182,Mumbai,MAHARASHTRA ,27.0,7.5,7.5,699,1.31,38,93,0.69,yes,
1987,VASAI,19.391928,72.839732,Mumbai,MAHARASHTRA ,26.0,7.6,7.6,1044,0.26,22,60,0.42,yes,
1988,PALGHAR,19.693558,72.765518,Mumbai,MAHARASHTRA ,27.0,8.0,8.0,583,0.86,98,298,0.66,yes,
1989,"MSW SITE, TALOJA, RAIGAD",19.067924,73.108024,Mumbai,MAHARASHTRA ,28.0,8.2,8.2,849,0.45,50,130,0.47,no,
1990,"BMW SITE, BURUDGAON, AHMEDNAGAR",19.057256,74.738096,Mumbai,MAHARASHTRA ,,7.5,7.5,1061,0.88,-,-,0.47,yes,
1991,"MSW SITE, PATHARDI, NASIK",19.946922,73.765437,Mumbai,MAHARASHTRA ,25.5,7.6,7.6,730,49.97,19,36,0.03,yes,
1992,"MSW SITE, PIMPRI-CHINCHWAD, PUNE",18.629781,73.799709,Mumbai,MAHARASHTRA ,27.0,7.7,7.7,865,1.52,13,260,1.24,yes,
1993,"PHANDARPUR, GANGAPUR, AURANGABAD",19.876165,75.343314,Mumbai,MAHARASHTRA ,30.0,7.9,7.9,1500,0.33,2,85,0.97,yes,
1994,"TPS-DURGAPUR, CHANDRAPUR",19.97046,79.301485,Mumbai,MAHARASHTRA ,21.0,7.6,7.6,1083,23.51,23,85,0.78,yes,
1995,"KHAPERKHEDA, NAGPUR",21.2639,79.109514,Mumbai,MAHARASHTRA ,21.0,8.2,8.2,1035,1.68,26,67,0.68,no,
1996,"KORADI, NAGPUR",21.237804,79.112513,Mumbai,MAHARASHTRA ,21.0,8.1,8.1,1650,8.78,37,83,0.91,no,
1997,"RAIPUR, NAGPUR",21.077641,78.967711,Mumbai,MAHARASHTRA ,20.0,7.9,7.9,1681,9.0,40,120,0.29,yes,
1998,"BHAHMNI, KALMESHWAR, NAGPUR",21.233473,78.911851,Mumbai,MAHARASHTRA ,23.0,8.3,8.3,1202,2.24,20,55,0.99,no,
2000,"BHANDEWARI, NAGPUR",21.146174,79.162614,Mumbai,MAHARASHTRA ,21.0,8.4,8.4,1185,2.25,20,102,0.72,no,
2001,"SUKALI, AMRAVATI",20.947311,77.708006,Mumbai,MAHARASHTRA ,21.0,7.6,7.6,492,6.84,26,120,0.38,yes,
2002,"AKOT, AKOLA",21.097336,77.053568,Mumbai,MAHARASHTRA ,22.5,7.9,7.9,772,2.3,27,85,0.38,yes,
2003,"SAWARGAON, YAVATMAL",20.490738,78.478036,Mumbai,MAHARASHTRA ,19.0,7.5,7.5,648,2.18,18,77,0.22,yes,
2004,"PARVATI INDL. ESTATE, SHIROL",16.748041,74.590887,Mumbai,MAHARASHTRA ,23.0,8.0,8.0,1507,1.44,3,45,,yes,
2005,"KHANJIRENAGAR, ICHALKARANJI",16.709685,74.456775,Mumbai,MAHARASHTRA ,23.0,8.5,8.5,1560,4.23,5,75,,no,
2006,"MIDC, SHINOLI, CHENDGAD",15.874074,74.387394,Mumbai,MAHARASHTRA ,24.0,8.1,8.1,1488,4.11,4,70,,no,
2007,"SAVALI, SANGLI",16.87189,74.648826,Mumbai,MAHARASHTRA ,24.0,7.8,7.8,4405,3.95,3,95,,yes,
2008,"RASULWADI-SAMBARWADI, SANGLI",16.942147,74.673783,Mumbai,MAHARASHTRA ,23.5,8.0,8.0,4306,4.28,3,105,,yes,
2200,"BORE WELL AT KATPUR, NEAR Z.P SCHOOL.",23.803243,72.091256,Mumbai,MAHARASHTRA ,28.0,8.4,8.4,4970,1.82,3,95,1.82,no,
2201,DUG WELL AT RANJANGAON.,18.753949,74.247278,Mumbai,MAHARASHTRA ,29.0,7.6,7.6,2146,5.99,3,85,1.21,yes,
2202,"DUG WELL AT GHANE KUNT, NEAR AWASTHI, OWNED BY SHRI RAJENDRA AMRE",18.753949,74.247278,Mumbai,MAHARASHTRA ,25.5,7.9,7.9,486,13.26,3,85,,yes,
2203,HAND PUMP IN THE PREMISES OF ZILLA PARISHAD PRIMARY SCHOOL,18.531356,73.938195,Mumbai,MAHARASHTRA ,,8.0,8.0,813,2.17,,,0.52,yes,
2204,"DUG WELL AT GUNJALWADI,SAGAMNER NEAR PRIMARY HEALTH CARE CENTER.",19.431604,74.200323,Mumbai,MAHARASHTRA ,,7.5,7.5,1577,2.27,,,0.39,yes,
2816,"DUG WELL  OF  MR. SAMPAT WALUNJ, NEAR M/S MAHAJEET CLAYTON. VILLAGE- SHINDE VILLAGE,TALUKA- NASHIK, DISTRICT- NASHIK.",19.946922,73.765437,Mumbai,MAHARASHTRA ,25.5,7.7,7.7,972,0.1,14,50.5,0.13,yes,
2817,"BORE WELL  AT CHITALI NR WAGH VASTHI. CHITALI,  AHMADNAGAR.",19.685549,74.619547,Mumbai,MAHARASHTRA ,,7.4,7.4,808,6.05,,,0.61,yes,
2818,"BORE WELL AT  M/S SPECTRON ETHERS, RASEGAON NEAR SIDDESHWAR MAHADEV MANDIR.VILLAGE- RASEGAON, TALUKA- DINDORI, DISTRICT- NASHIK.",20.156499,73.746484,Mumbai,MAHARASHTRA ,26.0,7.7,7.7,957,5.05,20.5,164,0.08,yes,
2819,"DUG WELL OWNED BY SHRI DESHMUKH. VILLAGE- MALEGAON, TALUKA- BARAMATI, DISTRICT- PUNE.",18.157477,74.531681,Mumbai,MAHARASHTRA ,26.5,7.9,7.9,5760,4.25,25,275,0.99,yes,
2820,"DUG WELL OWNED BY SHRI SHIVAJI BABAN DAREKAR VILLAGE- SANASWADI, TALUKA- SHIRUR, DISTRICT- PUNE.",18.825649,74.375023,Mumbai,MAHARASHTRA ,30.0,7.4,7.4,1134,0.22,19,373,0.87,yes,
2821,"BORE WELL AT BALE RAILWAY STATION PREMISES OWNED BY  SHRI. DIGAMBAR JOSHI. VILLAGE- DAHEGAON,TALUKA- NORTH SOLAPUR, DISTRICT- SOLAPUR.",17.660047,75.904116,Mumbai,MAHARASHTRA ,25.0,7.8,7.8,2905,0.27,11,350,1.8,yes,
2822,"BORE WELL NEAR  CHINCHOLI. VILLAGE- CHINCHOLI, TALUKA- MOHOL, DISTRICT- SOLAPUR.",17.8169,75.6309,Mumbai,MAHARASHTRA ,25.0,7.5,7.5,1175,0.4,11,350,1.8,yes,
2823,"BORE WELL AT SHETE VASTI, NEAR OLD TULJAPUR ROAD. VILLAGE- TULJAPUR NAKA, TALUKA- SOLAPUR,DISTRICT- SOLAPUR.",17.65469,75.916669,Mumbai,MAHARASHTRA ,25.0,7.9,7.9,1572,0.28,17,350,1.6,yes,
2826,"DUG WELL NEAR RAILWAY STATION, COTTON MARKET. VILLAGE- WARDHA",20.745319,78.602195,Mumbai,MAHARASHTRA ,,8.5,8.5,723,10.66,,,0.49,no,
2827,BORE WELL NEAR RAILWAY CROSSING AT DONGRI BUZURG. ,21.550129,79.693987,Mumbai,MAHARASHTRA ,22.0,7.7,7.7,668,1.03,15,65,0.73,yes,
2828,"DUG WELL  NEAR JILLA PARISHET PRIMARY SCHOOL, VISAPUR. VILLAGE- VISAPUR, TALUKA- BALLARPUR,DISTRICT- CHANDRAPUR.",19.855156,79.348705,Mumbai,MAHARASHTRA ,18.0,7.7,7.7,1144,2.97,52,165,0.73,yes,
2277,WELL AT VERNA INDI.ESTATE.(M/S CIPLA LIMITED),15.368606,73.944799,Panaji,GOA,30.0,6.2,6.2,315,0.2,,19,,no,
2278,WELL AT SANCOALE INDL..ESTATE,15.383933,73.873515,Panaji,GOA,29.5,6.3,6.3,202,0.06,,80,,no,
2279,"WELL AT ZUARI IND. LTD, ZUARI NAGAR",15.374478,73.872445,Panaji,GOA,29.0,5.9,5.9,185,0.36,,17,,no,
2280,WELL AT KUDAI INDL. ESTATE(M/S CADILA HEALTHCARE LIMITED),13.092476,80.157007,Panaji,GOA,29.0,5.8,5.8,194,0.35,,4,,no,
2281,WELL AT CORLIM INDL. ESTATE,15.499056,73.932308,Panaji,GOA,28.5,6.3,6.3,50,0.56,,65,,no,
2282,WELL AT PILERNE INDL ESTATE (M/S UNICHEM ),15.527651,73.79191,Panaji,GOA,30.5,6.2,6.2,256,0.73,4,150,,no,
1950,JUNAGADH,21.522184,70.457877,Gandhinagar,GUJARAT,27.0,7.6,7.6,1180,0.12,2,2,1.15,yes,
1959,NADIAD,22.691585,72.863363,Gandhinagar,GUJARAT,28.0,8.4,8.4,1693,1.36,4,20,0.44,no,
1960,DAHOD,22.837931,74.253146,Gandhinagar,GUJARAT,28.0,8.1,8.1,754,0.52,5,13,0.03,no,
1961,GODHARA,22.778804,73.61428,Gandhinagar,GUJARAT,29.5,8.0,8.0,546,0.24,7,17,0.38,yes,
1962,VADODARA (INDUSTRIAL-NANDESARI),22.307159,73.181219,Gandhinagar,GUJARAT,27.5,8.1,8.1,2590,0.07,5,13,,no,
1964,PANDESARA (INDSTRIAL) SURAT,21.141648,72.838191,Gandhinagar,GUJARAT,29.0,7.6,7.6,12018,0.82,3,3,0.08,yes,
1965,"MORA-HAJIRA (INDUSTRIAL), HAJIRA",21.169978,72.673895,Gandhinagar,GUJARAT,27.0,8.2,8.2,2098,0.48,3,3,0.37,no,
1966,"GABHENI VILL, SURAT (INDUSTRIAL)",21.136073,72.800206,Gandhinagar,GUJARAT,29.0,8.0,8.0,2033,0.09,400,900,0.009,yes,
1968,"VAPI INDUSTRIAL AREA IN D/S, VAPI",20.371237,72.90634,Gandhinagar,GUJARAT,29.0,8.2,8.2,,0.19,,,,no,
1969,"SARIGAM VILLAGE (D/S OF INDUSTRIALAREA), VAPI",20.371237,72.90634,Gandhinagar,GUJARAT,29.0,8.2,8.2,,2.12,,,,no,
1970,"BW D/S TSDF SITE, GIDC INDUL AREA, VAPI",20.371237,72.90634,Gandhinagar,GUJARAT,29.0,8.3,8.3,,3.42,,,,no,
2084,BORE WELL OF PALSANA VILLAGE.,21.082074,72.985392,Gandhinagar,GUJARAT,28.0,8.0,8.0,1378,0.13,3,3,0.19,yes,
2088,BORE WELL OF SACHIN GIDC.,21.093078,72.857456,Gandhinagar,GUJARAT,29.0,8.0,8.0,11213,0.22,3,3,0.11,yes,
2089,"B/W NEAR INDL. AREA BORASARA & NAVAPURA, DIST. SURAT.",22.286624,73.20281,Gandhinagar,GUJARAT,30.0,8.1,8.1,2224,0.18,7,21,0.29,no,
2090,WELL AT OLPAD.,21.340137,72.755392,Gandhinagar,GUJARAT,29.0,7.8,7.8,8406,0.04,3,3,0.17,yes,
2091, BORE WELL OF NAVSARI GIDC INDUSTRIES ASSOCIATION OFFICE.,20.851232,72.909243,Gandhinagar,GUJARAT,29.0,8.1,8.1,2234,0.09,3,3,0.17,no,
2092,FROM WATER WORKS OF NAVSARI NEAR DHUDIA TALAV.,20.947713,72.926433,Gandhinagar,GUJARAT,29.0,8.0,8.0,3542,0.03,3,3,0.19,yes,
2093,BORE WELL - BARDOLI  REST HOUSE.,21.125749,73.112117,Gandhinagar,GUJARAT,30.0,8.1,8.1,1602,0.27,3,3,0.54,no,
1415,"WELL OF LOOMJI, CHAUDHARY, NEAR NAYAGAON, PALI, (U/S 1  KM. FROM PALI TOWN) ",30.776132,76.794323,Jaipur,RAJASTHAN,28.0,8.0,8.0,6600,2.67,6,240,1.58,yes,
1416,WELL (U/S 1 KM FROM JODHPUR TOWN),30.776132,76.794323,Jaipur,RAJASTHAN,24.0,8.6,8.6,12100,1.5,6,52,0.69,no,
1706,"RIICO PUMP HOUSE NEAR MONTO MOTORS, MIA, ALWAR",27.513952,76.685767,Jaipur,RAJASTHAN,30.0,7.6,7.6,1380,0.23,3,5,0.91,yes,
1707,"BORE WELL IN MODI ALKALIS & CHEMICALS, MIA, ALWAR",27.513952,76.685767,Jaipur,RAJASTHAN,32.0,7.8,7.8,1460,0.38,3,4,0.7,yes,
1708,"WELL KOTHI IN VILLAGE BAGAR RAJPUT, ALWAR",27.513952,76.685767,Jaipur,RAJASTHAN,29.0,7.6,7.6,2295,0.57,4,9,0.89,yes,
1709,"WELL AT VILLAGE SANTHLA VERY NEAR BHIWADI INDUSTRIAL AREA, BHIWADI",28.208822,76.8446,Jaipur,RAJASTHAN,30.5,7.6,7.6,2900,2.41,4,6,0.65,yes,
1710,"WELL AT VILLAGE ALUPUR, VERY NEAR BHIWADI INDUSTRIAL AREA, BHIWADI",28.208822,76.8446,Jaipur,RAJASTHAN,29.0,8.2,8.2,2070,2.94,3,5,1.14,no,
1711,"WELL AT VILLAGE HARCHANDPUR, VERY NEAR, BHIWADI TO BHIWADI INDUSTRIAL AREA, BHIWADI",28.208822,76.8446,Jaipur,RAJASTHAN,28.0,7.9,7.9,2970,0.39,3,5,1.06,yes,
1712,"WELL AT VILLAGE BHIWADI , VERY NEAR, BHIWADI TO BHIWADI INDUSTRIAL AREA, BHIWADI",28.208822,76.8446,Jaipur,RAJASTHAN,30.5,8.2,8.2,1710,0.55,3,6,0.42,no,
1713,"WELL AT VILLAGE GATTAL, NEAR, BHIWADI TO BHIWADI INDUSTRIAL AREA, BHIWADI",28.208822,76.8446,Jaipur,RAJASTHAN,29.5,7.7,7.7,1495,9.52,4,12,0.46,yes,
1715,HAND PUMP NEAR SECONDARY SCHOOL ABOUT 300mt. FROM KANSUA NALLAH KOTA,28.208822,76.8446,Jaipur,RAJASTHAN,26.3,8.5,8.5,1685,4.37,3,4,1.05,no,
1720,"CHAUDHARY KA WELL VILLAGE PANIALA, KOTAPUTALI NEAR ASSOCIATED ALCOHOL BREVERIES LTD JAIPUR",27.789803,76.228125,Jaipur,RAJASTHAN,28.0,8.0,8.0,1260,1.06,4,7,1.21,yes,
1721,"PHED WELL NEAR RAILWAY LINE JHOTAWARA, JAIPUR",26.956432,75.741253,Jaipur,RAJASTHAN,30.5,8.0,8.0,690,1.04,4,8,0.6,yes,
1722,"PHED WELL NEAR NEI, KHATIPURA",26.927714,75.759453,Jaipur,RAJASTHAN,29.0,7.4,7.4,1445,0.25,3,4,0.36,yes,
1723,HAND PUMP OF VIDHANI VILLAGE GONER ROAD JAIPUR,26.831591,75.841036,Jaipur,RAJASTHAN,30.0,7.7,7.7,3050,3.08,4,14,1.33,yes,
1724,"WELL OF GOOJARON KI TALAI, MOHANA ROAD SANGANER JAIPUR ",26.798026,75.770665,Jaipur,RAJASTHAN,30.5,8.1,8.1,1390,0.74,4,6,0.63,no,
1725,PUBLIC HAND PUMP BEFORE SANGANER PULIA,26.819003,75.796652,Jaipur,RAJASTHAN,29.5,7.4,7.4,1230,0.2,4,6,0.36,yes,
2015,"PABUPURA ROAD NEAR CIVIL AIR PORT, JODHPUR (MANGILAL RATHOR)",26.238947,73.024309,Jaipur,RAJASTHAN,23.5,7.7,7.7,2950,0.31,4,11,1.46,yes,
2016,"VILLAGE VINAYAKIA, JODHPUR (HIRALAL KUMHAR)",26.238947,73.024309,Jaipur,RAJASTHAN,23.5,7.5,7.5,2100,9.84,5,9,0.87,yes,
2017,"VILLAGE VINAYAKIA, JODHPUR (BADRI KUMHAR)",26.238947,73.024309,Jaipur,RAJASTHAN,23.0,7.5,7.5,2500,0.58,6,555,0.52,yes,
2018,"VILLAGE VINAYAKIA, JODHPUR (HUKUM SINGH RATHORE)",26.238947,73.024309,Jaipur,RAJASTHAN,24.0,7.7,7.7,4500,1.4,4,110,1.29,yes,
2019,"NEAR UIT BRIDGE, UDAIPUR",24.585445,73.712479,Jaipur,RAJASTHAN,23.0,7.5,7.5,1855,0.99,4,16,0.4,yes,
2020,"NEW FATEHPURA, 200 FT.FROM PANCHWATI NALLAH, UDAIPUR",24.585445,73.712479,Jaipur,RAJASTHAN,23.0,7.8,7.8,2300,1.29,3,7,0.47,yes,
2021,"NEAR ARVIND GENERAL STORE, ALOO FACTORY, KACCHI BASTI, SARDARPURA, UDAIPUR",26.277995,73.011094,Jaipur,RAJASTHAN,22.0,7.6,7.6,2355,3.69,4,12,0.59,yes,
2022,"NEAR RANA PRATAP NAGAR, RAILWAY STATION, UDAIPUR",26.277995,73.011094,Jaipur,RAJASTHAN,23.0,7.4,7.4,2350,5.89,5,234,1.0,yes,
2023,"HOTEL ORIENT PLACE, SUBHAS NAGAR, UDAIPUR",26.277995,73.011094,Jaipur,RAJASTHAN,22.0,7.5,7.5,2050,3.36,3,7,0.47,yes,
2024,"IN SIDE SHIV TEMPLE NEAR AIR FORCE STATION AMER ROAD, JAIPUR",26.959817,75.84446,Jaipur,RAJASTHAN,29.0,7.3,7.3,1300,2.9,4,8,1.17,yes,
2025,"NEAR SHREE KALYANESHWAR MAHADEV TEMPLE, JAI SINGH PURA KHURD, JAIPUR",26.952338,75.869942,Jaipur,RAJASTHAN,28.5,7.3,7.3,2450,0.23,4,6,0.51,yes,
2026,"NEAR FOJI NAGAR, KACCHI BASTI, AMBABARI, JAIPUR",26.944481,75.779299,Jaipur,RAJASTHAN,28.5,7.6,7.6,905,2.85,3,8,0.27,yes,
2027,"NEAR ABN CENTRAL ACADEMY, SUSILPURA, SODALA, JAIPUR",26.899033,75.764292,Jaipur,RAJASTHAN,28.0,7.8,7.8,920,0.58,3,4,0.57,yes,
2028,"NEAR SAMSHAN VISHWAKARMA NAGAR, MAHARANIFARM, JAIPUR",26.850311,75.784749,Jaipur,RAJASTHAN,28.0,7.7,7.7,1205,0.28,3,4,0.29,yes,
2029,"NEAR GANDHI BHWAN, AJMER",26.458264,74.6362,Jaipur,RAJASTHAN,22.0,7.8,7.8,685,0.15,4,8,0.23,yes,
2030,"OPPOSITE PRIVATE BUS STAND, AJMER",26.458264,74.6362,Jaipur,RAJASTHAN,23.0,7.3,7.3,3950,1.24,4,14,0.62,yes,
2031,"NEAR 9 NO. PETROL PUMP, NEAR ADARSH NAGAR GATE, AJMER",26.458264,74.6362,Jaipur,RAJASTHAN,23.0,7.5,7.5,1225,1.12,4,27,1.16,yes,
2032,"NEAR KHANPURA TALAB, AJMER",26.458264,74.6362,Jaipur,RAJASTHAN,23.0,7.6,7.6,5100,0.95,4,14,0.52,yes,
2033,"OUTSIDE JLN HOSPITAL, AJMER",26.468279,74.635422,Jaipur,RAJASTHAN,23.0,7.6,7.6,1210,1.38,6,80,0.42,yes,
2957,"WELL/ HAND PUMPS IN THE RIICO INDUSTRIAL AREA, BANSWARA",23.523831,74.426892,Jaipur,RAJASTHAN,27.0,8.2,8.2,900,0.92,3,7,0.93,no,
2958,"WELL OF SH. BHURA RAM, KHETRI NGAR, JHUNJHUNU",28.072384,75.82289,Jaipur,RAJASTHAN,30.0,7.3,7.3,4200,1.66,9,85,1.37,yes,
2959,"WELL OF SH. BRIJA RAM, KHETRI NAGAR, JHUNJHUNU",28.072384,75.82289,Jaipur,RAJASTHAN,30.7,7.4,7.4,4350,0.99,7,28,1.19,yes,
2960,"WELL INFRONT OF SINGHANA POLICE STATION, SINGHANA, JHUNJHUNU",28.072384,75.82289,Jaipur,RAJASTHAN,30.4,7.4,7.4,3850,0.28,4,14,1.28,yes,
